"GenBank.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","Relationship","RefSeq.Accn","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"GG663365.1","Un",2230689,2231329,"-","-","HCBG_02905","EEH09368.1",99,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2232729,2234888,"-","-","HCBG_02906","EEH09369.1",477,"ATP-dependent RNA helicase SUB2","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2235323,2235925,"+","-","HCBG_02907","EEH09370.1",200,"RNAse P Rpr2/Rpp21 subunit domain-containing protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2238051,2238827,"-","-","HCBG_02908","EEH09371.1",187,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2239799,2240272,"-","-","HCBG_02909","EEH09372.1",137,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2240665,2241624,"+","-","HCBG_02910","EEH09373.1",319,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2243901,2246244,"-","-","HCBG_02911","EEH09374.1",722,"G2-specific protein kinase nimA","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2246939,2249138,"+","-","HCBG_02912","EEH09375.1",646,"ankyrin repeat and BTB/POZ domain-containing protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2251018,2252110,"-","-","HCBG_02913","EEH09376.1",345,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2252995,2253354,"+","-","HCBG_02914","EEH09377.1",119,"hypothetical protein HCBG_02914","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2262145,2262882,"-","-","HCBG_02915","EEH09378.1",211,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2264851,2266076,"-","-","HCBG_02916","EEH09379.1",126,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2268002,2268407,"+","-","HCBG_02917","EEH09380.1",105,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2270411,2272381,"+","-","HCBG_02918","EEH09381.1",569,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2273243,2274078,"+","-","HCBG_02919","EEH09382.1",156,"nascent polypeptide-associated complex subunit beta","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2275895,2277316,"-","-","HCBG_02920","EEH09383.1",419,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2277468,2278884,"-","-","HCBG_02921","EEH09384.1",443,"hypothetical protein HCBG_02921","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2279640,2281719,"-","-","HCBG_02922","EEH09385.1",356,"oxidoreductase","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2282553,2284817,"-","-","HCBG_02923","EEH09386.1",732,"ferric reductase transmembrane component 3","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2286594,2287276,"+","-","HCBG_02924","EEH09387.1",191,"copper transporter","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2289194,2289997,"+","-","HCBG_02925","EEH09388.1",234,"expression library immunization antigen 1","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2290317,2291590,"+","-","HCBG_02926","EEH09389.1",230,"acyl-protein thioesterase","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2292129,2292829,"+","-","HCBG_02927","EEH09390.1",157,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2294782,2296929,"-","-","HCBG_02928","EEH09391.1",659,"serine/threonine-protein kinase sid2","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2299358,2301986,"-","-","HCBG_02929","EEH09392.1",780,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2303470,2305768,"-","-","HCBG_02930","EEH09393.1",543,"glutamate decarboxylase","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2306809,2307420,"-","-","HCBG_02931","EEH09394.1",145,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2313322,2313837,"-","-","HCBG_02932","EEH09395.1",150,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2314532,2315173,"+","-","HCBG_02933","EEH09396.1",187,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2316146,2317385,"+","-","HCBG_02934","EEH09397.1",337,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2318126,2318664,"+","-","HCBG_02935","EEH09398.1",141,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2319594,2320112,"+","-","HCBG_02936","EEH09399.1",112,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2320186,2321052,"-","-","HCBG_02937","EEH09400.1",268,"specific RNA polymerase II transcription factor","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2329694,2330271,"-","-","HCBG_02938","EEH09401.1",112,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2330655,2331334,"-","-","HCBG_02939","EEH09402.1",148,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2333613,2334602,"+","-","HCBG_02940","EEH09403.1",251,"dienelactone hydrolase","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2338755,2339342,"-","-","HCBG_02941","EEH09404.1",123,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2340889,2342228,"+","-","HCBG_02942","EEH09405.1",381,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2346278,2349351,"-","-","HCBG_02943","EEH09406.1",951,"GATA transcriptional activator AreA","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2351418,2352251,"+","-","HCBG_02944","EEH09407.1",277,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2352750,2354302,"-","-","HCBG_02945","EEH09408.1",496,"hypothetical protein HCBG_02945","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2355816,2359244,"-","-","HCBG_02946","EEH09409.1",930,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2361106,2361690,"+","-","HCBG_02947","EEH09410.1",66,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2362140,2362361,"+","-","HCBG_02948","EEH09411.1",73,"AN1 zinc finger protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2363766,2364473,"-","-","HCBG_02949","EEH09412.1",157,"hypothetical protein HCBG_02949","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2364989,2366326,"-","-","HCBG_02950","EEH09413.1",445,"phosphotyrosyl phosphatase activator","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2367545,2368650,"+","-","HCBG_02951","EEH09414.1",325,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2370346,2372979,"-","-","HCBG_02952","EEH09415.1",877,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2373325,2373672,"-","-","HCBG_02953","EEH09416.1",115,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2376258,2376530,"+","-","HCBG_02954","EEH09417.1",50,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2378629,2380329,"-","-","HCBG_02955","EEH09418.1",370,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2382304,2385507,"-","-","HCBG_02956","EEH09419.1",720,"NAD synthetase 1","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2386402,2387475,"-","-","HCBG_02957","EEH09420.1",357,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2389523,2390609,"-","-","HCBG_02958","EEH09421.1",314,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2391261,2392763,"+","-","HCBG_02959","EEH09422.1",433,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2394746,2396033,"+","-","HCBG_02960","EEH09423.1",234,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2396390,2397834,"-","-","HCBG_02961","EEH09424.1",351,"conserved hypothetical protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2398593,2398898,"+","-","HCBG_02962","EEH09425.1",101,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2399662,2401391,"+","-","HCBG_02963","EEH09426.1",556,"arginine permease","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2402538,2403449,"-","-","HCBG_02964","EEH09427.1",280,"prohibitin","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2403743,2404408,"+","-","HCBG_02965","EEH09428.1",98,"ubiquinol-cytochrome c reductase complex ubiquinone-binding protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2405170,2406068,"+","-","HCBG_02966","EEH09429.1",279,"non-histone protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2407822,2409844,"+","-","HCBG_02967","EEH09430.1",414,"GTP-binding protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2411290,2412623,"+","-","HCBG_02968","EEH09431.1",164,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2414094,2415841,"+","-","HCBG_02969","EEH09432.1",494,"SET domain-containing protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2419202,2422160,"+","-","HCBG_02970","EEH09433.1",882,"acetate regulatory DNA binding protein FacB","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2423208,2423522,"+","-","HCBG_02971","EEH09434.1",104,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2425009,2426259,"-","-","HCBG_02972","EEH09435.1",196,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2426662,2427693,"-","-","HCBG_02973","EEH09437.1",139,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2427821,2430787,"+","-","HCBG_02974","EEH09436.1",685,"transketolase TktA","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2431945,2433473,"-","-","HCBG_02975","EEH09438.1",292,"spermidine synthase","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2435834,2437010,"+","-","HCBG_02976","EEH09439.1",129,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2438357,2439155,"-","-","HCBG_02977","EEH09440.1",224,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2441260,2441807,"+","-","HCBG_02978","EEH09441.1",131,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2444081,2445010,"+","-","HCBG_02979","EEH09442.1",150,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2445879,2446178,"-","-","HCBG_02980","EEH09443.1",99,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2447047,2449020,"-","-","HCBG_02981","EEH09444.1",284,"phosphotransferase enzyme family protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2450394,2451035,"-","-","HCBG_02982","EEH09445.1",213,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2451632,2453302,"+","-","HCBG_02983","EEH09446.1",355,"small G-protein GPA2","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2455108,2456399,"+","-","HCBG_02984","EEH09447.1",389,"DUF1713 domain-containing protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2458920,2462752,"-","-","HCBG_02985","EEH09448.1",932,"vacuolar ATP synthase proteolipid subunit","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
"GG663365.1","Un",2463158,2463687,"+","-","HCBG_02986","EEH09449.1",126,"predicted protein","supercont2.3","unplaced-scaffold","na","na","<>","na","Primary Assembly",2818386,"na","supercont2.3","Supercontig_2.3"
