"RefSeq.Accn","X.Replicon.Name","Start","Stop","Strand","GeneID","Locus","Locus.tag","Protein.product","Length","Protein.name","X..Sequence.Name","Sequence.Role","Assigned.Molecule","Assigned.Molecule.Location.Type","GenBank.Accn","Relationship","Assembly.Unit","Sequence.Length","UCSC.style.name","SeqName","SeqName2a"
"NC_026747.1","3",529599,530477,"+",23886437,"-","CNAG_02886","XP_012048202.1",224,"20S proteasome subunit beta 4","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",530663,532716,"-",23886436,"-","CNAG_02885","XP_012047863.1",530,"capsular associated protein","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",532945,533783,"+",23886435,"-","CNAG_02884","XP_012048201.1",190,"DNA replication complex GINS protein PSF2","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",534271,535433,"-",23886434,"-","CNAG_02883","XP_012048200.1",198,"rho family protein","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",538335,540967,"+",23886433,"-","CNAG_02882","XP_012048199.1",841,"hypothetical protein CNAG_02882","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",541473,542262,"-",23886432,"-","CNAG_02881","XP_012047864.1",164,"cytidine deaminase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",542742,544533,"+",23886431,"-","CNAG_02880","XP_012048198.1",454,"GTP-binding protein YchF","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",544838,545660,"+",23886430,"-","CNAG_02879","XP_012048197.1",237,"chloride channel protein, nucleotide-sensitive, 1A","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",546042,547552,"-",23886429,"-","CNAG_02878","XP_012047865.1",428,"hypothetical protein CNAG_02878","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",547943,550950,"-",23886428,"-","CNAG_02877","XP_012047866.1",928,"hypothetical protein CNAG_02877","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",554303,556055,"+",23886427,"-","CNAG_02876","XP_012048196.1",527,"ornithine decarboxylase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",556616,558327,"+",23886426,"-","CNAG_02875","XP_012048195.1",474,"hypothetical protein CNAG_02875","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",558511,560817,"-",23886425,"-","CNAG_02874","XP_012047867.1",751,"hypothetical protein CNAG_02874","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",560965,561654,"+",23886424,"-","CNAG_02873","XP_012048194.1",211,"signal peptidase I","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",563423,563653,"+",23886423,"-","CNAG_02872","XP_012047868.1",76,"hypothetical protein CNAG_02872","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",563939,565364,"-",23886422,"-","CNAG_02871","XP_012048193.1",420,"GPI mannosyltransferase 2","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",565694,567528,"-",23886421,"-","CNAG_02870","XP_012048192.1",497,"folylpolyglutamate synthase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",568106,569325,"+",23886420,"-","CNAG_02869","XP_012047869.1",354,"hypothetical protein CNAG_02869","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",569838,571647,"+",23886419,"-","CNAG_02868","XP_012048191.1",580,"tryptophan 2,3-dioxygenase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",571915,574220,"-",23886418,"-","CNAG_02867","XP_012047870.1",695,"phosphatidylinositol phospholipase C, delta","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",575711,577623,"+",23886417,"-","CNAG_02866","XP_012048190.1",526,"pantothenate kinase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",578529,579379,"+",23886416,"-","CNAG_02865","XP_012047871.1",241,"hypothetical protein CNAG_02865","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",578529,579379,"+",23886416,"-","CNAG_02865","XP_012048189.1",241,"hypothetical protein, variant","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",580408,581124,"+",23886415,"-","CNAG_02864","XP_012048188.1",201,"hypothetical protein CNAG_02864","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",582427,583318,"-",23886414,"-","CNAG_02863","XP_012048187.1",115,"formate dehydrogenase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",584703,585766,"+",23886413,"-","CNAG_02862","XP_012047872.1",315,"aprataxin","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",585936,587108,"-",23886412,"-","CNAG_02861","XP_012048186.1",349,"histidinol-phosphatase (PHP family)","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",587686,589359,"-",23886411,"-","CNAG_02860","XP_012048185.1",452,"endo-1,3(4)-beta-glucanase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",591354,592954,"-",23886410,"-","CNAG_02859","XP_012047873.1",390,"NADH kinase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",591354,592954,"-",23886410,"-","CNAG_02859","XP_012048183.1",389,"NADH kinase, variant 3","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",591354,592954,"-",23886410,"-","CNAG_02859","XP_012048182.1",390,"NADH kinase, variant 2","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",591354,592954,"-",23886410,"-","CNAG_02859","XP_012048184.1",390,"NADH kinase, variant 1","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",593524,595077,"+",23886409,"-","CNAG_02858","XP_012048181.1",430,"adenylosuccinate synthetase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",595927,598628,"+",23886408,"-","CNAG_02857","XP_012048180.1",881,"hypothetical protein CNAG_02857","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",599657,603445,"-",23886407,"-","CNAG_02856","XP_012047874.1",911,"potassium ion transporter","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",604509,605634,"-",23886406,"-","CNAG_02855","XP_012048179.1",297,"oligosaccharyltransferase complex subunit delta (ribophorin II)","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",606771,607159,"-",23890353,"-","CNAG_07515","XP_012048375.1",72,"hypothetical protein CNAG_07515","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",607959,609065,"-",23886405,"-","CNAG_02854","XP_012047875.1",259,"peroxiredoxin Q/BCP","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",609351,611437,"+",23886404,"-","CNAG_02853","XP_012047876.1",554,"amidophosphoribosyltransferase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",611781,613392,"-",23886403,"-","CNAG_02852","XP_012048178.1",479,"4-aminobutyrate transaminase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",613959,615652,"-",23886402,"-","CNAG_02851","XP_012047877.1",458,"threonine aldolase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",616119,618961,"-",23886401,"-","CNAG_02850","XP_012048177.1",896,"glucan endo-1,3-alpha-glucosidase agn1","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",620274,621973,"-",23886400,"-","CNAG_02849","XP_012048176.1",511,"glutathione transferase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",623062,623384,"+",23890354,"-","CNAG_07516","XP_012047878.1",90,"hypothetical protein CNAG_07516","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",624505,625660,"-",23886399,"-","CNAG_02848","XP_012048175.1",269,"hypothetical protein CNAG_02848","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",626472,627282,"+",23886398,"-","CNAG_02847","XP_012048174.1",217,"thymidylate kinase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",627835,628825,"+",23886397,"-","CNAG_02846","XP_012047879.1",224,"endoplasmic reticulum protein","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",630016,631834,"-",23886396,"-","CNAG_02845","XP_012047880.1",434,"hypothetical protein CNAG_02845","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",632149,634020,"+",23886395,"-","CNAG_02844","XP_012048173.1",553,"CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",634425,635768,"+",23886394,"-","CNAG_02843","XP_012048172.1",288,"hypothetical protein CNAG_02843","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",636853,637783,"+",23886393,"-","CNAG_02842","XP_012048171.1",271,"hypothetical protein CNAG_02842","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",637857,640067,"-",23886392,"-","CNAG_02841","XP_012048169.1",574,"cytochrome P450 monooxygenase pc-2","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",638219,640067,"-",23886392,"-","CNAG_02841","XP_012048170.1",486,"cytochrome P450 monooxygenase pc-2, variant","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",640749,642431,"+",23886391,"-","CNAG_02840","XP_012048168.1",428,"hypothetical protein, variant","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",640749,642431,"+",23886391,"-","CNAG_02840","XP_012048167.1",428,"hypothetical protein CNAG_02840","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",643262,645025,"+",23886390,"-","CNAG_02839","XP_012048166.1",435,"hypothetical protein CNAG_02839","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",645200,645784,"-",23886389,"-","CNAG_02838","XP_012048165.1",157,"small subunit ribosomal protein S17","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",646263,647825,"+",23890355,"-","CNAG_07517","XP_012048376.1",486,"hypothetical protein CNAG_07517","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",648083,648775,"-",23890356,"-","CNAG_07518","XP_012048377.1",210,"ribonuclease P/MRP protein subunit POP5","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",651365,653839,"+",23890357,"-","CNAG_07519","XP_012048378.1",615,"hypothetical protein CNAG_07519","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",654633,660773,"+",23886388,"-","CNAG_02834","XP_012048164.1",1615,"sterol 3-beta-glucosyltransferase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",661078,661587,"-",23886387,"-","CNAG_02833","XP_012048163.1",82,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex 7","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",662269,664402,"+",23890358,"-","CNAG_07520","XP_012047881.1",513,"endopeptidase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",662269,663903,"+",23890358,"-","CNAG_07520","XP_012048379.1",404,"endopeptidase, variant 2","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",662402,664402,"+",23890358,"-","CNAG_07520","XP_012048380.1",489,"endopeptidase, variant 1","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",664960,666647,"+",23886386,"-","CNAG_02830","XP_012048162.1",489,"delta24(24(1))-sterol reductase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",666913,669761,"+",23886385,"-","CNAG_02829","XP_012048161.1",856,"protein arginine N-methyltransferase 5","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",670025,673916,"-",23886384,"-","CNAG_02828","XP_012047882.1",1244,"hypothetical protein CNAG_02828","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",674379,674901,"+",23886383,"-","CNAG_02827","XP_012048160.1",78,"ubiquitin-like protein Nedd8","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",675228,677147,"+",23886382,"-","CNAG_02826","XP_012047883.1",602,"amino-acid acetyltransferase, mitochondrial","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",677298,679016,"-",23886381,"-","CNAG_02825","XP_012048159.1",466,"argininosuccinate lyase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",679391,680522,"+",23890359,"-","CNAG_07521","XP_012048381.1",357,"hypothetical protein CNAG_07521","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",680662,682542,"-",23886380,"-","CNAG_02824","XP_012048158.1",543,"hypothetical protein CNAG_02824","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",682979,687313,"+",23886379,"-","CNAG_02823","XP_012047884.1",1211,"bloom syndrome protein","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",690055,692624,"+",23886378,"-","CNAG_02822","XP_012048157.1",832,"hypothetical protein CNAG_02822","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",693145,694240,"+",23886377,"-","CNAG_02821","XP_012047885.1",346,"hypothetical protein CNAG_02821","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",694530,697611,"-",23886376,"-","CNAG_02820","XP_012048156.1",1002,"serine/threonine protein kinase","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",698162,699862,"-",23886375,"-","CNAG_02819","XP_012048155.1",482,"vacuolar membrane protein","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
"NC_026747.1","3",700100,701660,"+",23886374,"-","CNAG_02818","XP_012048153.1",410,"glycine cleavage system T protein","3","assembled-molecule","3","Chromosome","CP003822.1","=","Primary Assembly",1575141,"na","3","Supercontig_3.3"
